,1st flr sf,2nd flr sf,bedroom abvgr,bldg type,bsmt full bath,bsmt half bath,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fireplaces,full bath,functional,garage cars,gr liv area,half bath,heating,heating qc,id,kitchen abvgr,kitchen qual,land contour,land slope,lot area,lot config,lot shape,ms subclass,ms zoning,open porch sf,overall cond,overall qual,paved drive,roof matl,roof style,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,baths,overall,outside area,condition,exter_net_quality,exterior cover,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,house style_1.5unf,house style_1story,house style_2.5fin,house style_2.5unf,house style_2story,house style_sfoyer,house style_slvl
1651,879,984,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,1863,1,0,1,2415,1,1,Lvl,0,14054,Inside,0,60,0,17,5,7,0,0,1,219210.0,0,0,9,879.0,0,100,2006,2006,3.0,35,117,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1652,1055,790,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1845,1,0,1,77,1,1,Lvl,0,11218,Inside,0,60,0,104,5,6,0,0,1,189000.0,0,0,8,1055.0,0,635,1992,1992,3.0,30,739,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1653,1176,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,2,1,0,1.0,1176,0,0,1,1238,1,1,Lvl,0,8856,Inside,0,20,0,88,4,5,0,0,1,136500.0,95,0,6,1176.0,0,0,1957,1957,2.0,20,183,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1654,892,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,892,0,0,1,223,1,1,Lvl,0,7800,Inside,0,20,0,0,7,5,0,0,1,137900.0,0,0,5,864.0,0,0,1966,2008,2.0,35,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1655,1022,0,2,0,1.0,0.0,1,1,1,0,226,1,1,1,1,0,1,1,1.0,1022,0,1,1,723,1,1,Lvl,0,7200,Inside,0,30,0,30,4,5,0,0,1,85000.0,0,0,4,1022.0,0,0,1910,2006,2.0,20,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1656,2136,0,4,0,0.0,0.0,1,1,1,1,0,1,1,1,1,0,2,1,2.0,2136,0,0,1,2562,1,1,Lvl,0,10680,Inside,0,20,0,30,3,5,0,0,1,137900.0,0,0,7,2136.0,0,0,1951,1951,2.0,15,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1657,926,678,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1604,1,0,1,995,1,1,Lvl,0,9535,Inside,0,60,0,82,5,6,0,0,1,195500.0,0,0,7,926.0,0,100,1998,1998,3.0,30,182,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1658,841,806,4,0,1.0,0.0,1,1,1,1,136,1,1,1,1,0,1,0,1.0,1647,1,0,1,287,1,0,Bnk,0,6858,Corner,0,70,0,66,4,6,0,0,1,128000.0,0,0,6,806.0,0,0,1915,1950,3.0,24,66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1659,864,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,1.0,864,0,0,1,1152,1,1,Lvl,0,8100,Inside,0,20,0,0,8,5,0,0,1,135000.0,0,0,5,864.0,0,132,1961,2007,2.0,40,132,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1660,1076,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1076,1,0,1,1449,1,1,Lvl,0,9216,Inside,0,20,0,0,6,5,0,0,1,143195.0,0,0,5,1076.0,0,0,1975,1975,2.0,30,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1661,779,0,2,0,0.0,0.0,0,0,1,1,0,1,1,1,1,0,1,0,1.0,935,0,0,1,1330,1,1,Lvl,0,9100,Inside,0,40,0,0,6,5,1,0,1,79500.0,0,0,4,742.0,0,0,1930,1960,1.0,30,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1662,835,828,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1663,1,0,1,1134,1,1,Lvl,0,12774,FR2,0,60,0,68,5,7,0,0,1,192500.0,0,0,8,835.0,0,168,2003,2004,3.0,35,236,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1663,768,560,3,0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,1,0,1.0,1328,1,0,1,706,1,1,Lvl,0,6000,Inside,0,50,0,12,7,5,0,0,1,129500.0,0,0,6,768.0,0,0,1950,1970,2.0,35,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1664,806,766,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1572,1,0,1,1617,1,1,Lvl,0,10364,Inside,0,60,0,40,5,6,0,0,1,168000.0,0,0,7,806.0,0,0,1995,1996,3.0,30,40,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1665,874,468,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,1.0,1342,0,0,1,1339,2,1,Lvl,0,6000,Inside,0,50,0,0,5,6,0,0,1,105000.0,0,0,7,739.0,0,0,1939,1950,2.0,30,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1666,981,0,3,0,1.0,0.0,0,1,1,0,40,1,1,1,1,0,1,0,2.0,981,1,0,1,1664,1,1,Lvl,0,10530,Corner,0,20,0,312,5,6,0,0,1,143250.0,0,0,5,981.0,0,0,1971,1971,3.0,30,312,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1667,1099,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1099,1,0,1,1433,1,1,Lvl,0,9525,Inside,0,20,0,0,6,5,0,0,1,144000.0,0,0,6,1099.0,0,278,1995,2006,2.0,30,278,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1668,1222,888,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,2,2,0,2.0,2110,1,0,1,75,1,1,Lvl,0,8880,Inside,0,60,0,130,5,7,0,0,1,205000.0,0,0,8,948.0,0,0,1994,2002,4.0,35,130,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1669,1026,0,2,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1026,0,0,1,2255,1,1,Lvl,0,8410,Corner,0,85,0,0,6,6,0,0,1,143000.0,0,0,5,970.0,0,193,1974,1974,2.0,36,193,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1670,1419,0,2,1,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1419,1,0,1,1170,1,1,Lvl,0,4385,Inside,0,120,0,58,5,9,0,0,1,290000.0,0,0,5,1419.0,0,155,2001,2001,3.0,45,213,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1671,2364,0,2,0,1.0,0.0,0,1,1,0,0,1,1,1,1,2,2,0,3.0,2364,1,0,1,45,1,1,Lvl,0,12919,Inside,0,20,0,67,5,9,0,0,1,611657.0,0,0,11,2330.0,0,0,2009,2010,4.0,45,67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1672,1040,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,1040,0,0,1,836,1,1,Low,1,12464,Corner,1,20,0,0,5,5,0,0,1,152000.0,0,0,6,1040.0,0,168,1996,1996,2.0,25,168,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1673,1280,0,2,1,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1280,0,0,1,8,1,1,HLS,0,5005,Inside,0,120,0,82,5,8,0,0,1,191500.0,144,0,5,1280.0,0,0,1992,1992,2.0,40,226,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1674,1143,1330,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,2473,1,0,1,1704,1,1,Lvl,0,9591,Inside,0,60,0,151,5,8,0,0,1,317000.0,0,0,9,1143.0,0,192,2004,2005,3.0,40,343,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1675,798,504,2,0,0.0,0.0,0,1,1,1,0,1,1,1,1,2,1,0,1.0,1302,1,0,1,2068,1,1,Lvl,0,6960,Inside,0,50,0,0,8,7,0,0,1,165250.0,126,0,6,680.0,0,0,1940,1998,2.0,56,126,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,1092,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1092,0,0,1,1488,1,1,Lvl,0,9825,Inside,0,20,0,0,5,5,0,0,1,123000.0,161,0,6,1092.0,0,259,1966,1966,1.0,25,420,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1677,1188,0,1,0,1.0,0.0,0,1,1,1,231,1,1,1,1,1,1,0,2.0,1188,0,0,1,1391,1,1,Lvl,0,14175,Inside,0,20,0,89,8,6,0,0,1,185000.0,0,0,4,988.0,0,102,1956,1956,2.0,48,191,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1678,1045,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,1045,0,0,1,2633,1,1,Lvl,0,7400,Corner,0,20,0,0,6,7,0,0,1,120000.0,0,0,6,1045.0,0,0,1962,1962,2.0,42,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1679,1093,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1093,0,0,1,1872,1,1,Lvl,0,10738,Corner,0,20,0,0,7,6,0,0,1,158500.0,0,0,6,1093.0,0,224,1966,1966,3.0,42,224,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1680,798,842,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1640,1,0,1,1138,1,1,Lvl,0,8366,Inside,0,60,0,45,5,6,0,0,1,173000.0,0,0,6,798.0,0,138,2004,2004,3.0,30,183,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1681,1224,0,2,1,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1224,0,0,1,1899,2,1,Lvl,0,9842,FR2,0,90,0,0,5,4,0,0,1,101800.0,0,0,6,0.0,0,0,1962,1962,2.0,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1682,575,560,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,1135,0,0,1,915,1,1,Lvl,0,7200,Inside,0,70,0,0,9,7,0,0,1,155000.0,0,0,6,560.0,0,256,1936,2007,2.0,63,256,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1683,1078,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1078,0,0,1,660,1,1,Lvl,0,10230,Inside,0,30,0,0,7,5,1,0,1,125000.0,112,0,6,1054.0,0,0,1925,1950,1.0,35,112,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1684,968,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,968,0,0,1,2004,1,1,Lvl,0,8626,Inside,0,20,0,0,6,4,0,0,1,104500.0,0,0,5,0.0,0,0,1956,1956,1.0,24,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1685,1462,762,4,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,2224,1,0,1,443,1,1,Lvl,0,8834,Inside,0,60,0,0,5,9,0,0,1,350000.0,0,0,10,1462.0,0,184,2004,2005,4.0,45,184,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1686,1040,0,2,1,0.0,0.0,1,1,1,1,0,1,1,1,1,0,2,0,2.0,1040,0,0,1,2627,2,1,Lvl,0,8544,Inside,0,90,0,0,4,3,0,0,1,93500.0,0,0,6,0.0,0,0,1950,1950,2.0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1687,882,908,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1790,1,0,1,1438,1,1,Lvl,0,9179,Inside,0,60,0,88,5,7,0,0,1,193000.0,0,0,7,873.0,0,0,1999,1999,4.0,35,88,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1688,1423,748,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,1,2.0,2555,0,0,0,1525,1,1,Bnk,1,11526,Inside,0,70,0,0,7,6,0,0,1,191000.0,0,0,11,588.0,0,431,1922,1994,2.0,42,431,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1689,813,0,2,0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,1,0,1.0,813,0,0,1,2644,1,1,Lvl,0,5684,Inside,0,30,0,113,8,6,1,0,1,110000.0,0,0,5,813.0,0,0,1930,2005,1.0,48,113,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1690,1299,573,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1872,1,0,1,866,1,1,Lvl,0,11885,Inside,0,60,0,122,5,8,0,0,1,261500.0,0,0,7,1299.0,0,160,2001,2001,4.0,40,282,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1691,1050,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1050,0,0,1,620,1,1,Lvl,0,9600,Inside,0,20,0,0,6,5,0,0,1,128900.0,0,0,5,1050.0,0,0,1956,1956,1.0,30,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1692,1933,1567,4,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,3,0,3.0,3500,1,0,1,2451,1,1,Lvl,0,17242,Inside,0,60,0,86,5,9,0,0,1,584500.0,210,0,11,1733.0,0,870,1993,1994,5.0,45,1166,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1693,948,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,948,0,0,1,2186,1,1,Bnk,0,10215,Inside,0,20,0,0,5,4,0,0,1,111000.0,0,0,5,864.0,0,0,1954,1954,1.0,20,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1694,960,356,4,0,0.0,0.0,0,0,1,0,0,1,1,1,1,0,1,0,2.0,1316,0,0,1,2025,1,1,Lvl,0,8550,Inside,0,50,0,0,5,5,0,0,1,90000.0,0,0,7,750.0,0,0,1926,1950,1.0,25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1695,1465,915,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,1,2.0,2380,1,0,1,1916,1,1,Lvl,0,18450,Inside,0,60,0,265,5,6,0,1,0,129000.0,0,0,7,1021.0,0,0,1965,1979,3.0,30,265,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1696,1640,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1640,0,0,1,1542,1,1,Low,0,14778,CulDSac,0,20,0,0,7,6,0,0,1,224000.0,0,0,7,1296.0,0,108,1954,2006,2.0,42,108,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1697,600,600,2,1,1.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1200,1,0,1,1163,1,1,Lvl,0,3180,Inside,0,160,0,166,5,6,0,0,1,165000.0,0,0,5,600.0,0,0,2005,2005,4.0,30,166,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1698,662,662,3,0,0.0,1.0,0,1,1,0,112,1,1,1,1,0,1,0,1.0,1324,0,0,1,205,1,1,Lvl,0,3068,Inside,0,70,0,0,8,6,0,0,1,122000.0,0,0,6,662.0,0,0,1920,1993,2.0,48,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1699,1564,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1564,0,0,1,2261,1,1,HLS,0,8298,Inside,0,20,0,0,5,8,0,0,1,267300.0,0,0,6,1546.0,0,132,2006,2007,2.0,40,132,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1700,1966,1174,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,2,3,0,3.0,3140,1,0,1,423,1,1,Lvl,0,13518,Inside,0,60,0,78,5,9,0,0,1,485000.0,0,0,11,1926.0,0,144,2008,2009,4.0,45,222,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1701,1611,875,5,0,0.0,0.0,0,0,1,0,0,1,1,1,1,1,2,0,2.0,2486,0,0,1,2687,1,1,Lvl,0,33120,Inside,1,50,0,0,5,6,0,0,1,220000.0,0,0,8,1595.0,0,0,1962,1962,2.0,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1702,872,899,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1771,1,0,1,1436,1,1,Lvl,0,13142,Corner,0,60,0,96,5,6,0,0,1,215700.0,0,0,6,864.0,0,0,1997,1997,4.0,30,96,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1703,1836,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,1836,0,0,1,444,1,1,Lvl,0,11362,Inside,0,20,0,185,5,8,0,0,1,280000.0,0,0,7,1836.0,0,125,2004,2005,3.0,40,310,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1704,1575,0,2,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,1575,0,0,1,1067,1,1,Lvl,0,10845,Corner,0,20,0,28,5,8,0,0,1,284000.0,0,0,7,1603.0,0,216,2003,2004,3.0,40,244,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1705,630,0,1,1,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,0.0,630,0,0,1,2290,1,1,Lvl,0,1936,Inside,0,180,0,0,6,4,0,0,1,84500.0,0,0,3,630.0,0,0,1970,1970,2.0,24,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1706,1395,0,2,0,1.0,0.0,0,1,1,0,113,1,1,1,1,1,1,1,2.0,1395,0,0,1,168,1,1,Lvl,1,9760,Inside,0,20,0,0,7,6,0,0,1,192000.0,240,0,7,1395.0,0,657,1963,1984,2.0,42,897,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1707,502,502,2,0,0.0,0.0,1,1,1,0,68,1,1,1,1,1,1,0,1.0,1004,0,0,1,2643,1,1,Lvl,0,3960,Inside,0,70,0,0,8,7,1,0,1,105000.0,0,0,5,502.0,0,280,1930,1950,1.0,56,280,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,1836,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1836,0,0,1,2802,1,1,Lvl,0,9100,Inside,0,20,0,33,5,7,0,0,1,216837.0,0,0,8,1860.0,0,120,2004,2005,2.0,35,153,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1709,1496,0,3,0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,2,0,2.0,1496,0,0,1,1224,1,1,Lvl,0,9600,Inside,0,20,0,22,6,5,0,0,1,141500.0,0,0,6,1296.0,0,0,1960,1960,2.0,30,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1710,894,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,894,0,0,1,1382,1,1,Lvl,0,9764,FR2,0,20,0,0,7,5,0,0,1,130000.0,0,0,5,894.0,0,0,1967,2003,2.0,35,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1711,1040,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,0.0,1040,0,0,1,853,1,1,HLS,1,8430,Inside,0,20,0,0,5,5,0,0,1,124000.0,0,0,5,1040.0,0,0,1978,1978,2.0,25,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1713,1008,0,2,0,1.0,0.0,0,1,1,1,0,1,1,1,1,0,1,0,1.0,1008,0,0,1,2585,1,1,Lvl,0,12778,Inside,0,20,0,154,6,5,0,0,1,139500.0,0,0,4,1008.0,0,0,1952,2003,2.0,30,154,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
